judul_tokenized,kategori,label_id
celengan ayam aa,Entertainment,3
ajja dapet surprise langsung speechless ! ! apa tuh kira kira ?,Entertainment,3
"jjyg : fomo padel ! boiyen , ebel , sastra berburu ilmu sama masternya , oki rengga kualahan # jjyg # eps03",Entertainment,3
lalu begini : happy birthday cipung ke-4 tahun ! ! ! kejutan tengah malem berhasil ! ! !,Entertainment,3
aa jadi dino,Entertainment,3
happy birthday cipung ke-4 tahun ! ! ! kejutan tengah malem berhasil ! ! !,Entertainment,3
"nagita iseng ke korea ! makan , ngopi , pulang deh !",Entertainment,3
rumah andara diserbu nyamuk,Entertainment,3
"the duda s-1 : curhat soal new york sambil kulineran ikan nila salin , jadi tau kebiasaan masing masing",Entertainment,3
berpetualang di negeri gajah putih ! ! ! cipung dan ncus rini naik kapal buat pindah mall doang ! ! !,Entertainment,3
super heboh ! ! persiapan nagita buat makan siang bareng davikah di bangkok ! !,Entertainment,3
nagita diajak cipung s day out ! ! ! berburu kuliner di thailand ! ! !,Entertainment,3
diajak mukbang ! lily belajar makan sendiri ! ! ! bikin gemes .,Entertainment,3
riding dari brooklyn ke beer mountain boril nyasar .,Entertainment,3
podcast si ajja episode paling ngakak ! ! ! obrolan 3 sahabat ! !,Entertainment,3
quiz bersama teteh lily ! ! ! semuanya ngakak ! ! lily berhasil nebak semuanya ! ! !,Entertainment,3
behind the scene hebohnya foto keluarga rans ! ! ! lily bikin nagita gemes ! ! !,Entertainment,3
perjalanan paling jauh menyusuri sudut kota nyc,Entertainment,3
romantis tapi gengsi ! ! raffi nagita sempetin malem mingguan sebelum pergi kerja lagi ! ! !,Entertainment,3
nagita cat rambut aloy ! ! lucu banget kaya buah buahan wkwkw,Entertainment,3
aloy vs nagita ! ! cipung lily bingung liatnya ! !,Entertainment,3
nagita dan lily duet masak besar pertama kalinya buat warga karawang ! ! ! semua heboh ! !,Entertainment,3
ayam curry terenak buatan chef cipung ! ! ! ! sampe dibawa buat bekel ke sekolah ! ! !,Entertainment,3
chicago to new york the dudas -1 jamah negara paman sam,Entertainment,3
podcast si ajja episode perdana ! ! ! ngobrol bareng ncus rini sampe ngakak berduaan ? ! !,Entertainment,3
seharian bersama lily ! ! ! cipung jagain lily yang ditinggal ncus pulkam ! ! !,Entertainment,3
cipung lily ikut nagita di jakarta fashion week ! ! ! lily ikutan catwalk ? ! ! !,Entertainment,3
"raffi beberes rumah baru ! ! ! cipung , lily bantuin belanja buah ke supermarket ! ! !",Entertainment,3
outfit ngaji lily bikin semua salah fokus ! ! ! cipung akhirnya naik iqra 2 ! ! !,Entertainment,3
cipung ajak lily healing sejenak ! ! ! bawa rombongan main kerumah baru lily ! ! !,Entertainment,3
raffi cek tanah buat bangun rumah karyawan rans ? ? ! ! cipung mantau dari jauh ! ! !,Entertainment,3
"the duda s -1 : ga cuma motoran , desta udah daftar buat ikutan marathon di chicago ? ?",Entertainment,3
"nagita seharian ngambek ! ! raffi siapin surprise anniversarry bareng rafathar , cipung , lily ! ! !",Entertainment,3
pulang dari amerika rafathar cipung lily siapin surprise buat raffi nagita ! ! !,Entertainment,3
kehebohan nagita dukung raffi di chicago marathon ! ! ! lanjut honeymoon di amerika ? ! ! !,Entertainment,3
gak mau kalah dari raffi ! ! ! cipung ikutan marathon juga di indonesia ! ! lily jadi supporter utama ! !,Entertainment,3
seharian diasuh pak muh fadil jaidi ! ! ! baby aisha jadi temenan sama lily ! ! !,Entertainment,3
persiapan chicago marathon ! ! ! nagita masak buat carbo loading semuanya ! ! !,Entertainment,3
"raffi nagita berangkat ke amerika , cipung bikin aksi ke sekolah pakai kostum lucu ! ! !",Entertainment,3
"the duda' s-1 : sampai di titik nol selatan indonesia ! ! semua seneng , mau touring lebih jauh lagi ?",Entertainment,3
pulang dari paris nagita anter rafathar pertama kalinya camping sama temen2 ! ! !,Entertainment,3
mukbang bareng lily ! ! ! bikin ngakak semuanyaa,Entertainment,3
cipung lily kompak jemput mama gigi dibandara berdua ! ! ! lily sampe terharu pelukan sama mama gigi ! ! !,Entertainment,3
the duda s -1 : touring ke pulau paling selatan di indonesia yang ga bikin nyesel !,Entertainment,3
teh lily nemenin ajja beli sepatu roda ! ! ! sekaligus potong rambut ! !,Entertainment,3
bikin nagita shock di paris ! ! ! gak sengaja tiba-tiba ketemu kendall jenner ! ! !,Entertainment,3
blind test battle donat ! ! ! cipung tebak donat favoritnya ! ! !,Entertainment,3
solo trip ke paris sendirian ! ! ! cipung tenangin lily yang nangis ditinggal nagita ! ! !,Entertainment,3
olahraga pagi ! ! ! cipung lily sepedaan keliling andara ! ! !,Entertainment,3
happy birthday ncus rini ! ! ! kejutan dari cipung bikin ncus rini terharu ! ! !,Entertainment,3
satu vlog full ocehan lily ! ! cipung di prank naik wahan di playground ! ! lily ngakak ! ! !,Entertainment,3
lily diajarin mancing di empang untuk pertama kalinya ! ! ! cipung ngakak liat lily mancing ikan ! ! !,Entertainment,3
cipung ajak lily belanja ke supermarket buat stok bekal sekolah ! ! !,Entertainment,3
kangen masak ! ! ! kolaborasi chef cipung asisten chef lily didapur bikin dessert enak ! ! !,Entertainment,3
cipung lily unboxing mistery box ! ! ! semuanya ikutan heboh liat isinya ! ! !,Entertainment,3
cipung lily nyusul ke singapore jenguk nenek amy nagita temenin lily beli jepitan lucu ! ! !,Entertainment,3
halo pemirsa ! ! ! cipung lily kembali ngevlog ! ! !,Entertainment,3
"petuah nagita buat boiyen , patah hati no bahagia yes # eps2",Entertainment,3
boiyen patah hati ! ! rispo dan ebel ajak boiyen melancong # eps1,Entertainment,3
selamatkan dino markono,Entertainment,3
asal usul dino land ( part 02 ),Entertainment,3
the dudas -1 : main ke sekolah coki anwar ! ! ! ternyata coki anwar berbakat ! !,Entertainment,3
asal usul dino land,Entertainment,3
pertama kalinya cipung ikutan panjat tebing ? ! ! ncus malah asik naik perosotan ! !,Entertainment,3
lily mau ikutan unboxing ! !lucunya ! !,Entertainment,3
cipung ajak ncus rini piknik ! ! ! berujung panik berduaan dikejar-kejar rusa ? ? ! !,Entertainment,3
terbang bersama pterodactyl,Entertainment,3
"the duda s -1 : pertama kalinya desta , raffi , ariel , gading touring ke kudus ditemenin coki anwar ! ! !",Entertainment,3
pohon raksasa dan telur emas,Entertainment,3
cosplay lucu lily dan cipung jadi princess jasmine aladdin ! ! !,Entertainment,3
bonus episode 17 an ! ! ! pertarungan sengit bola sabun raffi vs rafathar .,Entertainment,3
spider cipung,Entertainment,3
"panjat pinang hadiah ratusan juta ! rans , leslar , ahha , jebret , thoriq pantang pulang sebelum menang",Entertainment,3
rans x ahha x leslar x thoriq x jebret ! memperebutkan hadiah ratusan juta rupiah ! nagita ikut lomba ? !,Entertainment,3
perlombaan paling meriahhh ! ! ! cipung lily ikut lomba bikin ngakak semuanya ! ! ! sabet semua juara ? ? ?,Entertainment,3
pawai kostum lucu hasil karya ncus rini buat genk andara ! ! ! kostum cipung lily bikin semua ngakak ! ! !,Entertainment,3
persiapan fashion show 17 an ! ! ! ncus rini jadi designer semua karya busana nanti ! ! !,Entertainment,3
digeplak sendal nyak kopsah ngamuk - logickah ? - frimawan,Entertainment,3
saya dulu kuli om ! buat lagu nahan lapar musisi timur punya kisah - ecko show juan reza,Entertainment,3
ada masalah sama polisi matel langsung telp ! ! nih orang bahaya semua disikat ! !,Entertainment,3
"kukuh minta digampar , lawan berat frimawan - logickah",Entertainment,3
"saya hanya kurir masyarakat stop tuduh saya macam2 , sosmed dan lapangan berbeda - ferry irwandi",Entertainment,3
indra frimawan : cewe gue beda agama . . gue login apa dia log out praz :,Entertainment,3
"oki rengga , kejadian ini di dalam mobil om seumur hidup aku nyesel",Entertainment,3
resbob mau sikat uang donasi sumatera nih gue bongkar - bigmo,Entertainment,3
mami nunung disuruh ngurut nama hari pegel - logic kah ? - frimawan,Entertainment,3
dinar candy : aku disuruh jadi ustazah bapak sampe pingsan liat aku kancutan - pojok terminal,Entertainment,3
hancur sudah hidup kami hari itu g1l44 ini konsep nipu nya ! ! ! jahaat,Entertainment,3
tapi ini bukan tentang tikus got doang,Entertainment,3
kali ini berantem abis shooting sih - cing abdel - logic kah ? - frimawan,Entertainment,3
andre taulany : gue bongkar yang di edit ya disini hahaha - hesti - pojok terminal,Entertainment,3
kita buat uncensored - aiman witjaksono - rakyat bersuara,Entertainment,3
org45m3 berkali kali harus but why ? here clarin hayes,Entertainment,3
"ibot niko pake sepatu kebalik , kepala yang di bawah - logic kah ? - frimawan",Entertainment,3
"naykilla the next pemersatu bangsa bedanya ini , dari desahan jadi lagu uan kaisar - pojok terminal",Entertainment,3
kami pulang ke indonesia habis dihina ! igedz jeremiah,Entertainment,3
boiyen nanya caranya cerai abis pulang honeymoon gimana dah,Entertainment,3
bintang emon jatuh kita make a wish - logic kah ? - frimawan,Entertainment,3
boris bokir : klen pikir aku motoran buat apaa praz : jgn dunia terus abangku - pojok terminal,Entertainment,3
kaka jose : omongan saya akan membongkar semuanya resiko tapi harus ! ! !,Entertainment,3
om tau aku diapain sama ibu tiri aku riyuka bunga,Entertainment,3
vidi bikin album bahannya apa ( video diambil terakhir sblm hiatus ) - logic kah ? - frimawan,Entertainment,3
bahas apa kita . hm .,Entertainment,3
apa aloy ? ? loe ngatain om ded cere reza arap juga cere gue laporin loe . . - pojok terminal,Entertainment,3
"ummi , kamu cantik bgt jangan lagi menangis . .",Entertainment,3
"agak laen : om ded , goodbye jegel yg suruh , kami dapet cina baru",Entertainment,3
fajar vs frimawan nyesel kan salah pilih lawan - logic kah ? - oza rangkuti,Entertainment,3
we all love you vidi come back stronger please ! - juan eve,Entertainment,3
jarwo : awas loe nikah sama pelawak nih gue kasih tau jeleknya - praz teguh- anjani- pojok terminal,Entertainment,3
habib jafar : ini k3g1l4an macam apa ya allah ! ! ! - onad,Entertainment,3
rachel : yakin ini bukan anak aloy kenapa sih loe ga pake spiral ! ! kenapaaaa jawaaab erika carlina,Entertainment,3
pascol sampe lempar kursi tamat sma karena lawan raja terakhir - logic kah ? - frimawan,Entertainment,3
aloy ibot : hancur nih acara gara2 loe ya pulang loe ! bubarr aja lah marapthon - vidi,Entertainment,3
"parto : heh chat siapa tadi kamu , papa liat ya - enak aja mau mantu ! ! amanda caesa - pojok terminal",Entertainment,3
kiki tba : saya berani cerita ini mudah2an bisa bantu banyak orang om . . hidup itu sakit .,Entertainment,3
wah parah loe om . . kenapa gue yg klarifikasi - coki pardede,Entertainment,3
"bebek carok , corak nya apa , kok marah - logic kah ? - frimawan/tretan muslim",Entertainment,3
"reza : vidi , kamu diem dulu aku darah tinggi nih reza rahadian vs jasmine meijers",Entertainment,3
ingat ya ... udah gue ingetin di video ini . . tanggung jawab masing2 skrg .,Entertainment,3
"anya geraldine : mokondo aja gue biayain ada yg minat , bang praz - pojok terminal",Entertainment,3
kurang di s1ksa anak2 ini kurang di : sujiwo tejo - timothy anugerah,Entertainment,3
"tuk kita semua yang lelah , dan tetap berjuang , dengarlah ini . . habib umar bin hafidz . - habib jindan",Entertainment,3
reza arap : gue ulang tahun ini diginiin gue sakit lu semua - logic kah ? - frimawan,Entertainment,3
"jleeb jempol kaki masuk mulut bastian gara2 wanita terkuat asia -vidi , fina phillipe",Entertainment,3
"davina karamoy , lo percaya fajar sadboy dia dm cwk2 di ig - praz teguh - mael lee - pojok terminal",Entertainment,3
"reza arap : mereka dapet duit , gue dapet pacar ehm . . season 3 start !",Entertainment,3
yakin kita kalah wajar deal patrick dan pssi mau tau ? ! gue bicara ini bahaya om valentino- greg,Entertainment,3
king aloy : cita2 gue jadi isinya ondel2 mau apa loe ribut aja lah - logic kah ? - frimawan /,Entertainment,3
"tolong , vidi kalah debat sama anak sd - mazaya di podhub",Entertainment,3
lah kamu putus sama a . . . - eca japascal : putus satu dateng lagi kok hehee - pojok terminal,Entertainment,3
"itu polisi nangkep anak punk saya tau bjorka , dan . . .",Entertainment,3
haus kekuasaan dikasih minum apa logic kah ? - frimawan / bobon santoso,Entertainment,3
"mami nunung dapet rumah gara2 podhub kita hepi sekaliiii -vidi , arif brata",Entertainment,3
"indra jegel : kalo belom ' tek ' gue kurang sreg , praz - pojok terminal",Entertainment,3
"feri amsari , saya minta anda minta maaf berani ? ?",Entertainment,3
ferry irwandi : ribut yuk tepe tepe : itu buzzer urus dulu aja,Entertainment,3
nginjek anak jin di hutan duri logickah - frimawan / jarwo kwat,Entertainment,3
shabrina idol : vidi laki-laki idamanku dari kecil om . . geli sendiri kan lo vid -maysha jhuan,Entertainment,3
"dicky difie : pas umroh gue dikasih gamis gratis , lo diliatin e'e mancanegara praz - pojok terminal",Entertainment,3
"boiyen : dalam 1 bulan kakak aku meningg4l semua om . . ayah juga , skrg hanya ibu dan aku . . .",Entertainment,3
haha hihi kena hantam oki bakal lakuin . . . logickah ? - frimawan / oki rengga,Entertainment,3
"kita temuin catheez sama dokter gen-z . . . masih koshong juga ternyata -vidi , dr ikhsan",Entertainment,3
90 seconds rules . .. . done .,Entertainment,3
"stop dulu standup , rigen rakelna fokus jadi artis industri sombong lo - praz teguh - pojok terminal",Entertainment,3
"yang nonton ini bakal gampang ng4ceng - felix zulhendri , ph.d",Entertainment,3
"ferry irwandi telp gue , terus gue disuruh ngobrol sama tepe . . ape siih",Entertainment,3
amathia philia ( ἀμαθία + φιλία ),Entertainment,3
"kata org , anda agak t0l0l . . bener - logickah ? - frimawan / onadio leonardo",Entertainment,3
podhub balik lageeee langsung petcaah - thoriq luv aaliyah luv vidi luv om ded,Entertainment,3
saling liat t1t1t disana tempat apa ini . . . - raditya dika - poter - pojok terminal,Entertainment,3
felix siauw : koi . . cerita dooong . .. ayo ... - podcast,Entertainment,3
"dan next day , diplomat kita dit3mb4k teori konspirasi . . ulta levenia",Entertainment,3
janji manis kok hasilnya pahit logickah ? - frimawan / felix siauw,Entertainment,3
kenapa terus nantangin rakyat sih - abigail limuria - podcast,Entertainment,3
satu saat di negeri cina . . . . . ...,Entertainment,3
"mahfud md , nah ini baru info a1 . . hukuman m4t1 ok , noel ya . . dpr mau juga mas ded",Entertainment,3
mau tes dna lagi mbak apa tes iq logickah - frimawan / oza / lisa mariana,Entertainment,3
vidi ternyata gaksuka mamat ebel : biad4b kau mat . . . ini episode penuh fitnah,Entertainment,3
"praz : jirayut yg akamsi , tp koide yg paham thailand negara lo apa sih",Entertainment,3
"cuantiik bgt , imut bgt , muda bgt . . tapi ambyaar - leona zhen",Entertainment,3
felix siauw : kita kan tau ini kerjaan siapa om ded katanya agamawan . . tuhan anda lawan .,Entertainment,3
berapa cabang mamat guun shop ada keranjang kuning ? logic kah ? - frimawan / mamat alkatiri,Entertainment,3
"ibot : ampun om , fbyana brutal banget cantik , seksi tapi kok . . . - vidi",Entertainment,3
members only now,Entertainment,3
kok berani nikah pake duit ' gak halal ' wah lolox bongkar aib oki rengga - praz teguh,Entertainment,3
"gaji loe umr gak masalah , ayo kita bedah ! - ini baru masuk akal theo derick - poscasta",Entertainment,3
king aloy : iyee opa gue mucikari om ini gue di hipnotis ya ! ? ? kaki sampe dikepala,Entertainment,3
duo indra tobat ditantang orang ini logic kah ? - frimawan / indra jegel / idealis92,Entertainment,3
dilan janiyar : mantanku mokondo om vidi : apa itu mokondo ? ? - arif brata,Entertainment,3
denny sumargo : om ded pasang dong logo close the door di podcast gue - praz teguh - densu,Entertainment,3
loe mau game of attention gue kasih timothy ronald vs fakta2 . .,Entertainment,3
anak sekolah studi tour kan ngikutin pejabat jalan2 pake uang itu tuh . . kang dedi mulyadi,Entertainment,3
akhirnya ada yang nangis beneran di acara ini logic kah ? - frimawan / jenda mclover,Entertainment,3
"dj yasmin ngaku pernah dicium waktu manggung adeknya yang galak - vidi , dj freya",Entertainment,3
wabi - sabi . . . .,Entertainment,3
"dj bravy : semua yg dia ceritain itu bohong , praz gue punya saksinya - vconk - ibot - praz teguh",Entertainment,3
reza arap : gak sengaja ke publish gue buka sekalian - podcast,Entertainment,3
gading marten cerita bikin vincent sampe ngompol terkencing-kencing ! !,Entertainment,3
"@whitechorus : dari pacaran jadi mantan , tapi makin sukses ngeband",Entertainment,3
"leya baru tau ferry pernah buat anak yang deketin leya ketakutan , sampe pindah sekolah ! !",Entertainment,3
"nasehat rigen untuk sahabatnya , begini respon indra frimawan .",Entertainment,3
outing kantor yang penuh misteri ! vincent desta aja gak tau !,Entertainment,3
grind boys ! ! gofar rico yang angkat wancoy dari selokan kotor ! !,Entertainment,3
musik terbaik 2025 ! tapi kok soleh ketiduran waktu nonton oasis ?,Entertainment,3
boiyen akhirnya nikah . . nasib desta gimana ? cemburu berat ?,Entertainment,3
"frimawan tulangnya copot , rigen kaget",Entertainment,3
kehabisan ide sampai drama syuting bareng iko uwais dan nyoman paul ! untold story bahkan voli 3,Entertainment,3
rigen buka baju sok rusuh nonton vincent manggung ! hifdzi jijik liatnya . .,Entertainment,3
david bayu cerita momen yang bikin dia kangen nge-band ! jawabannya bikin soleh emosi !,Entertainment,3
jegel oki boris . . beneran ada vincent rompies di agak laen 2 ? ? hebat kali ! !,Entertainment,3
pengalaman nonton konser paling aneh . rigen dan frimawan ceritain semuanya disini !,Entertainment,3
episode paling serem ! ki prana lewu para normal ! rispo parah gak normal !,Entertainment,3
post-match interview bahkan voli 3 ! the musicians bahkan menjadi juara mengalahkan the actors,Entertainment,3
pre-match interview bahkan voli 3 ! ini dia kondisi terbaru kedua tim !,Entertainment,3
"vincent khawatir soal komunitas musisi , soleh : harus ada abang-abangan !",Entertainment,3
"bahkan voli 2 , d' komika vs the musicians !",Entertainment,3
baskara mahendra mainkan bolanya ganteng ! ! rizky febian ngaku jadi mata-mata saat lawan latihan . .,Entertainment,3
"komika yang paling gak disukai . rigen : "" rispo ! "" , frimawan : ? ?",Entertainment,3
pertemuan perdana full team the actors the musicians . perjamuan jadi arena pertarungan !,Entertainment,3
"pakde indro : vino jadi kasino , tora jadi indro , lah jadi dono siapa ?",Entertainment,3
lagu timur yang bikin soleh solihun joget tiktok !,Entertainment,3
"rigen , rispo , dan frimawan ngobrolin setan . setan ngobrolin siapa ?",Entertainment,3
el rumi gak kasih tahu ahmad dhani kapan tanggal nikahnya ! ember dia tuh ! ! !,Entertainment,3
belajar dari kebangkitan f1 williams : ini alasan gen z millenials wajib nonton f1 !,Entertainment,3
reza chandika : afgan memang sepolos itu ! ajaib ! cerita fiktif dianggap nyata ! !,Entertainment,3
"makin sengit ! bahkan voli 3 punya wild card , kalian yang nentuin !",Entertainment,3
kenapa musisi indonesia susah go international ?,Entertainment,3
vindes sport mempersem bahkan pertemuan sang kapten : ariel noah dan lukman sardi !,Entertainment,3
event sportainment yang vincent desta banget ! fitness race dan bro padel bro,Entertainment,3
"joe taslim si sub zero , anak dari kampung yang taklukkan hollywood ! ! finish him ! ! !",Entertainment,3
jangan bangun rumah sebelum nonton ini . rigen frimawan bahas feng shui,Entertainment,3
enzy diajak nikah sama maxim jourdy ! desta punya pesan buat yang mau nikah !,Entertainment,3
sukses lancar rejeki : jadi beneran sukses karena celotehan soleh !,Entertainment,3
"ayu ting ting cari jodoh : "" desta masuk kriteria sih . . tapi bandel dia ahh ! ! """,Entertainment,3
"top 5 makanan favorit hifdzi , nomor 2 bikin tercengang !",Entertainment,3
vindes mempersiapkan tahan banting : padel tanding pontang-panting !,Entertainment,3
ariel noah bisa ngelawak sekarang ! karena rambut poni cakar nya udah ganti model !,Entertainment,3
musik protes : hiburan atau perlawanan ?,Entertainment,3
cara pendaki pemula selamat dari gunung gede,Entertainment,3
rumit ! ! onad debat habib jafar ! desta dukung siapa ? ?,Entertainment,3
hasil masakan tak terduga dari chef frimawan bikin chef rigen pusing,Entertainment,3
"tirta cipeng cerita best moment , tio diskusi bareng fans sepik bola , mukti tutup sepik bola season 2",Entertainment,3
aloy gak mood ! vincent desta hesti enzy sembah aloy supaya mau syuting !,Entertainment,3
"mamat dimarahin rochi putiray : "" jangan nyalahin wasit kalo kalah ! "" , mukti entut jadi takut nanya !",Entertainment,3
"iga massardi ( barasuara ) , band viral dari masa depan !",Entertainment,3
luthfi coc takut ! king aloy kesel ! ini yang terjadi di balik layar vindeklarasi ! semua ulah rispo !,Entertainment,3
lord mukti jadi bingung fans klub lain ikutan ngurusin amorim ? kemal palevi no comment,Entertainment,3
"vixtage vol . 01 : "" zeke and the popo """,Entertainment,3
davina karamoy ditempel desta ! desta sekarang manggil om ke vincent !,Entertainment,3
"ferry irwandi ditantang mamat alkatiri , siapa yang paling juve ? lord mukti mengamati . .",Entertainment,3
kenapa visual bisa nentuin nasib musisi ?,Entertainment,3
dicky diffie darto jadi surprise birthday enzy ! gak spesial sama sekali ! !,Entertainment,3
"king aloy , kak kev , halda rispo bantai clash of champions ( coc ) di vindeklarasi ? !",Entertainment,3
nyoman paul kok bisa nyambung sama frimawan ? ! rigen : kok cocok ? ? ?,Entertainment,3
"onad janji bikin tatto spesial arsenal di punggung kalo arsenal juara epl , mukti entut gak percaya !",Entertainment,3
ernest prakasa kristo imanuel ? meninggal ? atau di tinggal meninggal ? mending mana ? ?,Entertainment,3
football manager adalah tempat pulang raditya dika dari segala kesibukannya !,Entertainment,3
hari gini nemu musik gak pake algoritma ? soleh solihun punya jurus rahasia !,Entertainment,3
tora desta punya anak cewek ! mending jadi ayah yang cuek asik atau over protektif ?,Entertainment,3
tips interview kerja dari sosok rigen si ahli pekerjaan,Entertainment,3
"nyoman paul dapat tawaran dari klub liga 1 ! ello , tio dan mukti full support !",Entertainment,3
"jika bisa kembali ke masa lalu , apa yang mau diubah ? yandy laurens sheila dara menjawab",Entertainment,3
"mukti penasaran kenapa jarang sekali pemain diaspora dari afrika , pak hamdan jelaskan langsung !",Entertainment,3
"gara-gara album ini , soleh solihun gagal jadi abri vincent rompies jadi anak punk !",Entertainment,3
enough ! ! isyana tidak mau ditunggu karena ngomong belepotan ! tungguin karyanya !,Entertainment,3
rigen frimawan mencari bakat terpendam ! hadiahnya ratusan juta rupiah ?,Entertainment,3
"tirta cipeng happy dapet kuliah 11 sks manajemen klub dari ponaryo , siap magang jadi dokter klub !",Entertainment,3
marco marlo durhaka nengokin sang ayah andy f noya ibu bukannya karena kangen tapi buat konten !,Entertainment,3
beckham putra gak takut bersaing dengan pemain asing ! tirta cipeng approve gayanya beckham !,Entertainment,3
wendi cagur : member prediksi yang tidak pernah mau diundang akhirnya hadir ! !,Entertainment,3
rigen spill nama anak frimawan ! kapan nikahnya ? waduh ?,Entertainment,3
"ole romeny anggap marselino adik , desta tio mukti terharu ! a true friendship at oxford united ! !",Entertainment,3
"rizky febian seneng banget diajak bahkan voli ! indra jegel frustasi , tantang the prediksi ! !",Entertainment,3
andre taulany marah-marah ! mau bubarin prediksi ! ! pada susah diatur ! !,Entertainment,3
dari kado terindah persija thomas doll untuk maman abdurahman sampai memori buruk aff 2010 !,Entertainment,3
"rigen frimawan balik ! namanya juga orang , lagi ?",Entertainment,3
mukti shafira ika cerita seru perbolaan di jepang ? ! arif brata review pertandingan ala fitra eri ! !,Entertainment,3
"perjalanan spiritual berharga mukti entut , tirta cipeng , tio dan desta bersama sepik bola di jepang !",Entertainment,3
mukti cipeng tio desta jadi saksi kehebatan timnas jepang langsung dari suita stadium osaka ! !,Entertainment,3
molen hamka full senyum di hari kemenangan ! beckham egy berhasil jawab keraguan kita semua ! !,Entertainment,3
jegel mukti oki berandai andai menjadi pelatih klub liga 1 dan memilih starting xi terbaiknya ! !,Entertainment,3
mempersem bahkan d' komika di bahkan voli 2 ! disuruh mengkeren masih tetap menglucu ! ! !,Entertainment,3
mempersem bahkan the musicians ! mengrusuh di bahkan voli 2 ! ! !,Entertainment,3
ini kan yang kalian tunggu ? ! mamat riphan buka bukaan soal tamu paling absurd di podcastnya ! !,Entertainment,3
"ello pasang parabola demi nonton juve di serie b ? ! ngakak ngomongin bola bareng mukti , tio , tirta ! !",Entertainment,3
oki rengga ramal tim liga 1 yang akan turun kasta ? ! tirta cipeng gak rela pss sleman degradasi ! !,Entertainment,3
"tirta cipeng lebih pilih lari marathon daripada ke liverpool , nggok nekat berangkat sendirian ! !",Entertainment,3
klarifikasi marc klok soal shin tae-yong ! tio mukti cipeng ngeri-ngeri sedap ! !,Entertainment,3
di balik behind the stage : ali manggung di sxsw dan kexp live session ! dance habibi goes to america !,Entertainment,3
"lord atep , legenda persib yang menikahi jakmania taklukkan tokyo marathon ! tirta cipeng penasaran !",Entertainment,3
greg nwokolo dibikin kikuk sama kinos ! ada kejutan dari bestie greg di klub dulu ! !,Entertainment,3
"kerja di vindes sampe jam tidur kebalik , tapi pak vincent mau shooting terus !",Entertainment,3
firman utina ungkap role model dia saat jadi pemain bola ! mukti cosplay jadi jay idzes ! !,Entertainment,3
ramadan sama-sama ( official music video ) theme song ramadan bareng vindes,Entertainment,3
hamka hamzah puji penampilan berkelas rizky ridho ! mukti rela mudik macet asal timnas menang ! !,Entertainment,3
sebenernya ebel ikutan kok di ramadan bareng vindes . tapi . .. .,Entertainment,3
cipeng : mengganti pelatih di tengah perjalanan adalah sebuah kesalahan besar ! zaenal arief kecewa ! !,Entertainment,3
sheila dara dan kucingnya,Entertainment,3
saya selalu mengingat yono,Entertainment,3
mitos dan fakta kesehatan anak,Entertainment,3
eca sudah dewasa,Entertainment,3
naga puncak icespire dungeons dragons online ep . 17,Entertainment,3
cara jadi pembalap,Entertainment,3
naga puncak icespire dungeons dragons online ep . 16,Entertainment,3
prilly latuconsina dan bisnis kapalnya,Entertainment,3
paul partohap lebih bahagia di indonesia,Entertainment,3
dokter tirta ngomong enggres,Entertainment,3
kenapa naif bubar,Entertainment,3
fuji mau podcast lagi,Entertainment,3
pak andre lucu melulu,Entertainment,3
naga puncak icespire dungeons dragons online ep . 15,Entertainment,3
satu jam ngelantur,Entertainment,3
"harta , tahta , arif brata",Entertainment,3
dari ngurus make up sampai ngurus anak,Entertainment,3
"setelah hamil , semua berubah . .",Entertainment,3
naga puncak icespire dungeons dragons online ep . 14,Entertainment,3
hrd-nya tesla ternyata orang indonesia,Entertainment,3
"deddy corbuzier . dah , judulnya cukup gitu aja .",Entertainment,3
behind the youtube november 2025,Entertainment,3
derby romero suka main pedang,Entertainment,3
inilah teman nongkrong saya,Entertainment,3
penyakit ini diam-diam mematikan,Entertainment,3
main werewolf setelah sekian lama,Entertainment,3
afgan kembali dengan kacamata,Entertainment,3
naga puncak icespire dungeons dragons online ep . 13,Entertainment,3
orang di balik gado-gado dalam pot,Entertainment,3
inilah bos google indonesia,Entertainment,3
stand up comedy di luar kota,Entertainment,3
ketika kami berlima bersatu,Entertainment,3
gak punya otak dilarang nonton ! ! ! ! ! !,Entertainment,3
kok tiba-tiba jadi deep . .,Entertainment,3
saya lagi sakit jd video 5 hal favorit minggu ini diganti yono dulu maaf mukanya ga sempet diblur,Entertainment,3
usaha saya menjadi sekut,Entertainment,3
xaviera curhat : kaget hadapi dunia nyata setelah kampus !,Entertainment,3
tutorial jadi gentleman bareng angga yunanda,Entertainment,3
cara baim wong jualan film,Entertainment,3
seniman sejati tidak kelaparan book review,Entertainment,3
"yang butuh pertolongan , nonton ini !",Entertainment,3
pesugihan tanpa tumbal manusia,Entertainment,3
umur mereka setengah umur saya,Entertainment,3
behind the youtube oktober 2025,Entertainment,3
naga puncak icespire dungeons dragons online ep . 12,Entertainment,3
naga puncak icespire dungeons dragons online ep . 11,Entertainment,3
naga puncak icespire dungeons dragons online ep . 10,Entertainment,3
naga puncak icespire dungeons dragons online ep . 9,Entertainment,3
naga puncak icespire dungeons dragons online ep . 8,Entertainment,3
naga puncak icespire dungeons dragons online ep . 7,Entertainment,3
naga puncak icespire dungeons dragons online ep . 6,Entertainment,3
naga puncak icespire dungeons dragons online ep . 5,Entertainment,3
naga puncak icespire dungeons dragons online ep . 4,Entertainment,3
